sample number,reduction,reduction_depth,mu,std,q1,env,ws,baltimore_vol_rel,chester_rel,nuclear_rel,env_rel
424,0.7777780860376463,0.5729716064623018,0.8778067737722546,1.0704157105259682,0.4675134249151656,1.2928772066334888,1.241323567922921,1.0,0.8986623904881101,0.9377346683354193,0.9583854818523154
425,0.7777780860376463,0.5729716064623018,0.7823313250596529,1.4661735705174854,0.6018034148914932,1.3149281043433942,1.0469413407229333,1.0,0.8150422403003754,0.8703066332916145,0.9007744055068836
426,0.7777780860376463,0.5729716064623018,0.7651228233482121,1.329615705503298,0.40645879018095504,1.2913764967475145,1.2576738665757827,1.0,0.8101142052565707,0.8632274718397998,0.8952596996245307
427,0.7777780860376463,0.5729716064623018,0.8042160766405412,1.2836941756941644,0.49915032525232506,1.1437181309865785,1.0279871356422527,1.0,0.8735528785982478,0.9112171464330413,0.9436013767209012
428,0.7777780860376463,0.5729716064623018,0.8725981796109628,1.2999859179740747,0.9048749997968215,1.0298886573996153,1.311714200709241,1.0,0.9602237171464331,0.985020337922403,0.9930381727158949
429,0.7777780860376463,0.5729716064623018,0.8989645788994659,1.3536988905292402,0.9818746207396463,1.3870397130691026,1.24718138332494,1.0,0.9022215269086358,0.9418804755944932,0.9641348560700876
430,0.7777780860376463,0.5729716064623018,0.831945797442926,1.4405564124154815,0.35878436237433087,1.3312471523841003,1.3533680708557947,1.0,0.8147293491864831,0.8654177096370463,0.8956117021276596
431,0.7777780860376463,0.5729716064623018,0.8851339296955825,1.3464393412472528,0.581909999707382,1.1602040024860645,1.0673180292855649,1.0,0.8960419274092616,0.938360450563204,0.961005944931164
432,0.7777780860376463,0.5729716064623018,0.9216388482700942,1.4571621903941585,0.6652421014318477,1.2921081377482104,1.1383666516770394,1.0,0.8806320400500626,0.922950563204005,0.950328535669587
433,0.7777780860376463,0.5729716064623018,0.9307775897825368,1.2672904116805401,0.5745191532310667,1.1814369053271117,1.0156529143516868,1.0,0.9184136420525657,0.9515018773466833,0.970118898623279
434,0.7777780860376463,0.5729716064623018,0.778000307155351,1.2512248053363917,0.3143930291376467,1.2891689203902212,1.1203500126788826,1.0,0.8226689612015019,0.872418648310388,0.901165519399249
435,0.7777780860376463,0.5729716064623018,0.6136069017758883,1.1628738130229386,0.7007753018034122,1.342119182320242,1.1434056933491907,1.0,0.7508995619524406,0.8247809762202754,0.8684292866082604
436,0.7777780860376463,0.5729716064623018,0.8170963517140627,1.1942009491382848,0.7852500908446276,1.1956481631257416,1.1412157637635798,1.0,0.9110998122653317,0.9475907384230288,0.9695322277847309
437,0.7777780860376463,0.5729716064623018,0.7964616990800697,1.0476386468080294,0.6510429803750515,1.1002545447011185,1.020866282659638,1.0,0.9277221526908636,0.9578770337922403,0.976846057571965
438,0.7777780860376463,0.5729716064623018,0.6572980588810707,1.228511287462854,0.3866059995765464,1.1092282417946708,1.1924067260393856,1.0,0.8021745932415519,0.8615847934918648,0.8959637046307884
439,0.7777780860376463,0.5729716064623018,0.6834498107719504,1.1134566294738197,0.5505415843534355,1.15202632532546,1.290853300864199,1.0,0.8496558197747184,0.8926783479349186,0.9265879224030038
440,0.7777780860376463,0.5729716064623018,0.6439361142345963,1.148579726306224,0.8409647952589505,1.2739998518495987,1.0788716756723125,1.0,0.8240769712140175,0.8804755944931164,0.9173967459324155
441,0.7777780860376463,0.5729716064623018,0.7134330555798736,1.1875024858558079,0.6167677441128541,1.0929256678146635,1.3286385892866357,1.0,0.871127972465582,0.9146980600750939,0.9480991864831039
442,0.7777780860376463,0.5729716064623018,0.9177491553273764,1.2200841314456488,0.6816170840902336,1.2466602756677005,1.3272987486415309,1.0,0.9179834167709637,0.9517365456821026,0.9703535669586983
443,0.7777780860376463,0.5729716064623018,0.9540653930204646,1.1184505719105804,0.6694850490445792,1.150332158535277,1.0514993501195977,1.0,0.9509152065081352,0.9736780350438048,0.9851376720901126
444,0.7777780860376463,0.5729716064623018,0.8471058640518307,1.478154156688183,0.5927313105987937,1.0446712083752907,1.3592376153040144,1.0,0.892130788485607,0.9376955569461827,0.9619837296620776
445,0.7777780860376463,0.5729716064623018,0.7347278896285561,1.0083612136212117,0.6280185162719598,1.250494071542681,1.0427339694495006,1.0,0.8765253441802253,0.9180616395494368,0.9482947434292867
446,0.7777780860376463,0.5729716064623018,0.9875895091166915,1.3858931733069408,0.8333284156846015,1.036368769668013,1.1059856714981458,1.0,0.965738423028786,0.985880788485607,0.9928035043804756
447,0.7777780860376463,0.5729716064623018,0.8954663703642616,1.4859611359234743,0.6412743865639047,1.2295426493289592,1.2399003796081367,1.0,0.8779724655819775,0.9204865456821026,0.9493898623279099
448,0.7777780860376463,0.5729716064623018,0.606854646514965,1.3038963996746684,0.5732408543596776,1.201287312084183,1.3927437988557179,1.0,0.7376799123904881,0.818523153942428,0.8629928035043805
449,0.7777780860376463,0.5729716064623018,0.6827992983858543,1.199950366973493,0.5431442959475885,1.2570376043527531,1.2236547970951948,1.0,0.8051079474342928,0.8640096996245307,0.8970979349186483
450,0.7777780860376463,0.5729716064623018,0.973027492802902,1.1293529016412533,0.9696290077089063,1.1073493588663847,1.27085968870387,1.0,0.9774718397997497,0.9903785982478097,0.9963626408010012
451,0.7777780860376463,0.5729716064623018,0.9172560886243096,1.2164372795813332,0.3405609273618555,1.0740192876681345,1.218847810869108,1.0,0.9151673967459324,0.9489596370463079,0.9680068836045056
452,0.7777780860376463,0.5729716064623018,0.9383217886612699,1.4256547047807795,0.9945878108280968,1.147024608376909,1.2123211980815625,1.0,0.9541223404255319,0.9793491864831039,0.9902612640801002
453,0.7777780860376463,0.5729716064623018,0.9646190645772232,1.30501475863531,0.6221228140669367,1.2605520452175205,1.2455902058231925,1.0,0.9145025031289111,0.948607634543179,0.9676548811013768
