Solution number,reduction,reduction_depth,baltimore_vol_rel,baltimore_reservoir_fraction,chester_rel
70,0.7432323032047962,0.03135608062379325,0.9895699109928008,0.8141928682009799,0.867183934276586
71,0.08290619704951618,1.6040362580808374,0.9355397326999658,0.9204417990519708,0.8393427658603377
72,0.6794813007235575,0.1616873197756454,0.9865414329833715,0.8305491489742665,0.8626198083067093
73,0.6191775671497209,1.0850823666110165,0.983140220909869,0.8610568302167245,0.8525787311729804
74,0.7029125867708543,1.128248244452445,0.9871185284085946,0.8504499925964615,0.853035143769968
75,0.5688043421176002,0.701784862711644,0.9809100963876801,0.862787788919169,0.8534915563669557
76,0.4866473599615143,0.5800458699364458,0.9772728406737865,0.8744349914441283,0.851665905979005
77,0.06815132840770555,1.048783876727455,0.9345026492810523,0.9208474994996819,0.8397991784573254
78,0.2082326524637552,0.9662915971017485,0.9504919549920282,0.9084842724776604,0.8452761296211775
79,0.5710973432961629,0.13871155995822348,0.9814031253368941,0.8489898663709193,0.8589685075308079
80,0.8165863812109182,1.0973943169447706,0.9922147573950779,0.8349352261896887,0.8557736193518941
81,0.9271138222492371,0.4600568613514443,0.9971391094082311,0.7995297278516844,0.8703788224554998
82,0.9996074609384872,0.28647394191687175,0.999984950579111,0.779624200404173,0.8776814240073026
83,0.5766429403408115,0.6247389302516496,0.9812571269799445,0.8604542471915225,0.8539479689639434
84,0.48620216148400663,0.3951630301800259,0.977253130837037,0.8698492759040114,0.8525787311729804
85,0.6697206000180078,0.11228172656969,0.9861315815616872,0.8308517710600224,0.863076220903697
86,0.5834189489522204,0.9585805718788251,0.9815571145816362,0.8649265807427168,0.8521223185759927
87,0.10969478103430436,0.5767575984371728,0.9406734085034268,0.91719241703602,0.8416248288452761
88,0.5139554106914312,1.6802834652119247,0.9773726389276706,0.8863572581206073,0.8448197170241899
89,0.9347074132857637,0.21287053449283444,0.9974669694793653,0.7867205239461992,0.8744865358283889
90,0.06188706524667356,1.3592226804455645,0.9340623496339514,0.9220577842620499,0.8397991784573254
91,0.30773493176875877,0.9029309158445352,0.9614530632933768,0.8988105349643641,0.8471017800091283
92,0.08482937659466538,0.0750743347172173,0.937763385263626,0.9173207057373899,0.8407120036513007
93,0.12661742314985514,1.5595307698355638,0.941003824110533,0.9177145399802766,0.8402555910543131
94,0.9927662126107989,0.3056255315090007,0.9997226662981773,0.7808700507386084,0.877225011410315
95,0.11184523015528414,0.0034607471192584,0.941627436395418,0.9141638426831667,0.8439068918302145
96,0.1392442540091129,0.2549058116969348,0.9446067730786328,0.9125125931267378,0.8448197170241899
97,0.3313321485847235,0.5447295929223771,0.9642929536213656,0.893217595412867,0.8480146052031036
98,0.29852515786266454,1.5325295047834482,0.9593394317884792,0.9045666734768447,0.8434504792332268
99,0.930320465093364,0.18240470012819474,0.9972967775138911,0.7871148376593886,0.8749429484253766
